participant,session,view_instance,view,view_instance_id,NFD,FD,NKFD,KFD,NAFD,NAKFD,AFD,AKFD,NFC,FC,NKFC,KFC,NAKFC,AKFC,NSD,SD,NKSD,KSD,NASD,NAKSD,ASD,AKSD,NSC,SC,NKSC,KSC,NAKSC,AKSC,ASW,NASW,ARG,NARG,AED,VSW,NVSW,VRG,NVRG,VED,CA,IOU,isKeyAOI,issue,search,read,operate
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,1,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,1,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,1,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,1,1,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,1,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_02,LibIntro,2,0.9709999279107752,4048.06005859375,0.0,0.0,0.9436344605295417,0.0,2024.030029296875,0.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,1.0,1298.2998046875,0.0,0.0,1.0,0.0,259.6599609375,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3,0.75,1,0.3333333333333333,3,9,0.5625,0,0.0,2,0.1679565999999988,0.0,0,0,1,0,0
P6,P6,split_data_02,LibIntro,2,0.029000072089224792,120.900146484375,0.0,0.0,0.05636553947045825,0.0,120.900146484375,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,1,0.3333333333333333,3,9,0.5625,0,0.0,2,0.1679565999999988,0.0,0,0,1,0,0
P6,P6,split_data_03,LibLayout,3,0.8576200149387667,361.889892578125,0.0,0.0,0.8576200149387667,0.0,361.889892578125,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,0,0.0,2,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
P6,P6,split_data_03,LibLayout,3,0.1423799850612333,60.080078125,0.0,0.0,0.1423799850612333,0.0,60.080078125,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,0,0.0,2,9,0.5625,0,0.0,2,0.0,0.0,0,0,1,0,0
