time,x,y
1733277357530.12,1315.23,435.68
1733277357549.79,1315.38,435.84
1733277357579.46,1315.42,436.16
1733277357609.61,1315.42,436.75
1733277357640.35,1315.33,436.89
1733277357669.78,1315.25,436.93
1733277357699.93,1315.06,437.19
1733277357730.19,1315.0,437.55
1733277357760.25,1315.0,437.93
1733277357790.61,1314.69,438.61
1733277357821.23,1314.4,439.16
1733277357851.75,1313.91,439.61
1733277357881.9,1313.25,440.25
1733277357911.9,1312.72,440.63
1733277357941.92,1312.34,440.65
1733277357972.41,1312.4,440.32
1733277358002.72,1312.57,440.51
1733277358032.69,1312.68,440.9
1733277358062.7,1312.87,442.09
1733277358092.74,1313.12,443.0
1733277358123.75,1313.32,443.53
1733277358152.78,1313.26,443.76
1733277358183.84,1313.41,444.28
1733277358213.85,1313.64,444.47
1733277358244.36,1313.75,444.68
1733277358274.36,1313.72,445.04
1733277358304.37,1313.5,445.65
1733277358335.06,1313.01,446.67
1733277358365.06,1312.39,447.98
1733277358394.64,1312.34,449.33
1733277358425.23,1312.12,450.85
1733277358455.38,1311.55,452.14
1733277358485.38,1311.3,452.23
1733277358515.55,1311.16,452.05
1733277358546.06,1311.0,451.88
1733277358576.59,1310.83,451.82
1733277358606.59,1310.46,451.83
1733277358636.46,1310.04,451.97
1733277358667.46,1309.37,451.94
1733277358697.46,1308.86,452.16
1733277358726.47,1308.21,451.93
1733277358758.0,1307.81,451.85
1733277358788.0,1307.62,451.72
1733277358818.0,1307.56,451.52
1733277358848.52,1307.33,451.66
1733277358878.51,1306.82,452.0
1733277358908.51,1306.35,452.39
1733277358939.03,1305.86,452.7
1733277358969.03,1305.43,452.8
1733277358999.04,1305.11,453.23
1733277359029.56,1304.97,453.37
1733277359059.78,1304.63,453.66
1733277359090.31,1304.55,453.85
1733277359120.32,1304.39,453.96
1733277359149.84,1304.1,454.12
1733277359180.83,1303.73,454.42
1733277359210.83,1303.15,454.67
1733277359241.35,1302.8,454.64
1733277359271.35,1302.59,454.93
1733277359301.35,1302.39,455.23
1733277359331.55,1302.03,455.65
1733277359361.69,1301.65,456.36
1733277359391.33,1301.06,457.12
1733277359421.97,1300.88,457.65
1733277359453.08,1300.5,457.77
1733277359483.08,1300.12,457.88
1733277359512.86,1299.81,457.87
1733277359542.55,1299.54,458.11
1733277359573.31,1299.34,458.27
1733277359603.49,1299.33,458.52
1733277359633.67,1299.1,458.9
1733277359664.67,1299.14,458.8
1733277359694.12,1299.14,459.0
1733277359724.45,1299.32,459.05
1733277359754.2,1299.31,459.2
1733277359784.61,1299.12,459.54
1733277359814.88,1298.77,459.75
1733277359845.3,1298.42,460.13
1733277359875.69,1298.03,460.43
1733277359906.33,1297.43,461.43
1733277360024.71,1242.1,690.78
1733277360056.96,1255.86,688.08
1733277360087.55,1261.0,667.71
1733277360117.36,1273.77,618.97
1733277360147.81,1289.28,565.84
1733277360178.15,1296.83,531.44
1733277360208.37,1298.18,512.67
1733277360237.89,1301.17,498.47
1733277360269.05,1301.72,488.55
1733277360299.05,1302.41,482.86
1733277360329.15,1301.86,477.7
1733277360359.14,1299.49,472.46
1733277360389.14,1299.3,465.6
1733277360419.66,1296.2,463.61
