time,x,y
1735805085457.68,1286.76,655.73
1735805085464.35,1285.39,653.13
1735805085494.42,1282.89,651.83
1735805085524.54,1280.28,652.75
1735805085554.91,1279.48,653.46
1735805085584.74,1278.38,657.62
1735805085615.33,1276.77,661.24
1735805085645.65,1274.76,665.88
1735805085675.24,1265.43,672.96
1735805085706.15,1256.53,676.5
1735805085736.74,1248.77,681.56
1735805085766.16,1242.83,683.37
1735805085797.44,1235.91,694.79
1735805085827.7,1222.39,702.65
1735805085857.38,1211.24,712.88
1735805085886.75,1211.5,715.59
1735805085916.89,1206.36,717.48
1735805085947.76,1205.07,723.07
1735805085978.38,1206.0,729.36
1735805086008.77,1206.7,732.47
1735805086038.79,1206.33,728.81
1735805086068.73,1205.47,729.31
1735805086099.04,1205.26,732.57
1735805086128.8,1206.58,734.79
1735805086158.79,1208.39,736.41
1735805086188.97,1209.36,736.76
1735805086219.47,1210.22,736.35
1735805086249.07,1211.2,734.95
1735805086279.42,1212.1,735.65
1735805086309.92,1213.04,736.29
1735805086340.95,1214.31,733.53
1735805086369.64,1215.47,726.69
1735805086400.83,1216.94,723.34
1735805086430.86,1219.09,717.04
1735805086461.14,1221.61,709.97
1735805086491.34,1222.01,713.04
1735805086522.11,1221.93,712.39
1735805086551.71,1221.59,714.42
1735805086582.28,1222.23,711.93
1735805086612.69,1223.71,708.55
1735805086643.2,1229.08,711.06
1735805086673.47,1231.83,711.53
1735805086702.98,1234.87,708.98
1735805086733.06,1236.52,709.44
1735805086763.53,1239.24,709.72
1735805086794.67,1242.68,703.71
1735805086823.14,1245.28,702.89
1735805086853.77,1248.05,698.57
1735805086884.3,1250.91,693.44
1735805086914.38,1255.1,687.45
1735805086945.19,1256.77,690.74
1735805086975.89,1259.91,687.24
1735805087005.25,1259.47,687.62
1735805087035.48,1262.05,682.77
1735805087065.48,1265.02,676.74
1735805087095.51,1265.15,680.93
1735805087125.28,1266.0,681.34
1735805087155.33,1267.01,682.16
1735805087185.24,1267.24,684.91
1735805087216.82,1267.47,683.54
1735805087247.32,1267.76,686.68
1735805087276.92,1268.14,689.34
