time,x,y
1732701990940.75,418.25,666.96
1732701990970.48,416.9,669.68
1732701991000.67,417.03,672.49
1732701991030.32,416.31,674.68
1732701991059.95,415.68,675.97
1732701991091.14,415.17,677.52
1732701991121.17,414.09,678.6
1732701991151.17,413.64,678.62
1732701991181.4,411.61,678.67
1732701991211.51,410.29,678.36
1732701991241.72,409.67,677.35
1732701991271.73,408.96,677.26
1732701991302.23,408.35,677.15
1732701991333.05,407.52,677.24
1732701991362.56,419.49,677.92
1732701991393.25,589.48,664.73
