time,x,y
1732698404360.46,1221.15,569.0
1732698404390.29,1228.69,558.33
1732698404420.87,1230.9,552.5
1732698404450.8,1237.3,549.13
1732698404480.94,1239.36,547.36
1732698404510.62,1239.64,546.46
1732698404541.96,1240.09,544.62
1732698404571.37,1239.89,544.31
1732698404601.84,1240.11,543.75
1732698404632.14,1241.54,544.13
1732698404666.62,1241.43,543.48
1732698404692.75,1234.8,548.64
1732698404722.08,1225.54,558.8
1732698404753.45,1208.91,575.95
1732698404782.18,1191.43,593.86
1732698404814.04,1176.2,611.0
1732698404843.92,1164.61,624.63
1732698404873.35,1154.41,632.32
1732698404904.23,1147.19,638.53
1732698404933.86,1147.1,632.07
1732698404964.03,1151.09,621.43
1732698404994.4,1153.66,615.84
1732698405024.48,1156.81,610.19
1732698405054.44,1160.34,604.24
1732698405083.58,1174.99,614.1
1732698405116.05,1268.12,747.18
1732698405145.67,1366.76,895.62
1732698405175.53,1426.96,982.79
1732698405206.53,1456.39,1029.73
1732698405236.52,1472.54,1054.52
1732698405266.36,1484.59,1064.25
1732698405296.81,1491.06,1069.49
1732698405326.24,1494.36,1069.72
1732698405355.31,1493.1,1037.3
1732698405387.6,1482.04,900.2
1732698405417.2,1469.89,725.32
1732698405447.43,1463.43,615.12
1732698405478.16,1456.99,553.51
1732698405508.45,1454.27,520.31
1732698405537.98,1459.13,504.62
1732698405568.95,1456.6,496.07
1732698405599.28,1456.58,489.81
1732698405628.98,1452.89,483.03
1732698405657.71,1373.14,519.55
1732698405688.43,1086.28,660.5
1732698405719.22,738.22,801.95
1732698405749.09,562.22,877.49
1732698405779.66,474.3,911.26
1732698405809.07,434.52,922.59
1732698405840.17,417.3,928.71
1732698405870.31,408.73,953.93
1732698405899.72,405.08,982.11
1732698405930.87,408.62,1000.1
1732698405961.31,407.29,1009.04
1732698405991.43,405.88,1013.22
1732698406021.83,405.55,1016.42
1732698406051.75,403.47,1017.41
1732698406081.73,400.25,1019.64
1732698406111.48,396.33,1019.94
1732698406141.76,393.98,1020.81
1732698406172.44,392.09,1023.13
1732698406203.4,391.07,1023.37
1732698406232.89,393.15,1023.55
1732698406263.04,398.05,1024.4
1732698406293.21,402.29,1025.13
1732698406321.69,425.71,1103.81
1732698406412.12,660.93,1045.65
1732698406444.72,844.14,918.52
1732698406474.04,1001.23,728.59
1732698406514.17,1091.61,617.62
1732698406534.35,1137.91,559.27
1732698406565.75,1157.81,530.11
1732698406595.92,1168.7,516.79
1732698406625.86,1179.17,506.72
1732698406654.87,1250.95,514.82
1732698406686.4,1339.25,522.08
1732698406716.32,1389.28,525.21
1732698406746.6,1416.57,527.61
1732698406776.12,1434.01,528.09
1732698406807.4,1453.76,530.36
1732698406837.62,1469.62,530.3
1732698406867.58,1484.93,531.51
1732698406902.02,1494.0,533.0
1732698406928.08,1499.59,534.22
1732698406957.08,1503.88,534.96
1732698406988.53,1488.16,537.17
1732698407018.43,1479.76,537.68
1732698407048.19,1467.43,538.16
1732698407078.62,1447.76,538.8
1732698407109.17,1428.37,539.48
1732698407138.56,1409.52,539.89
1732698407169.19,1394.56,540.38
1732698407199.34,1382.6,539.82
1732698407230.2,1371.92,539.12
1732698407260.02,1364.71,537.81
1732698407294.56,1357.95,537.02
1732698407320.07,1330.46,553.61
1732698407350.9,1292.0,580.11
1732698407385.16,1260.42,600.09
1732698407410.95,1236.25,616.04
1732698407445.76,1220.97,626.38
1732698407471.73,1209.71,634.27
1732698407501.62,1202.09,638.14
1732698407532.16,1195.92,640.96
1732698407561.67,1181.02,635.72
1732698407592.43,1166.92,625.55
1732698407621.83,1156.4,617.58
1732698407652.4,1146.85,611.31
1732698407682.29,1139.81,605.69
1732698407713.24,1134.14,601.88
1732698407743.6,1129.46,598.69
1732698407773.66,1125.95,597.09
1732698407803.59,1122.87,595.58
1732698407834.23,1120.72,593.74
1732698407864.16,1120.81,594.92
1732698407894.29,1121.09,597.49
1732698407924.79,1120.94,600.27
1732698407955.05,1121.01,601.94
1732698407985.42,1121.01,603.81
1732698408014.67,1121.19,608.69
1732698408045.71,1130.46,654.08
1732698408075.15,1148.69,729.36
1732698408105.96,1165.76,785.68
1732698408136.31,1174.74,825.26
1732698408166.77,1180.36,849.32
1732698408196.84,1182.39,862.72
1732698408226.57,1185.35,869.25
1732698408256.78,1217.86,880.97
1732698408287.18,1259.4,889.84
1732698408318.2,1288.28,896.71
1732698408347.54,1312.35,900.99
1732698408377.53,1327.77,904.12
1732698408408.12,1339.52,907.14
1732698408438.7,1345.17,908.84
1732698408468.87,1357.17,911.18
1732698408498.99,1376.5,912.1
1732698408528.62,1395.95,915.15
1732698408559.41,1412.15,918.12
1732698408589.93,1424.66,919.69
1732698408620.02,1432.53,920.59
1732698408649.69,1437.93,920.73
1732698408679.57,1443.96,919.92
1732698408710.52,1452.33,935.65
1732698408739.71,1464.17,960.58
1732698408770.56,1473.75,982.34
1732698408801.09,1485.48,999.82
1732698408831.48,1490.36,1010.91
1732698408861.58,1495.79,1020.02
1732698408891.99,1472.38,1013.82
1732698408921.02,1446.79,1005.13
1732698408951.71,1421.36,996.82
1732698408982.29,1394.17,987.53
1732698409012.77,1371.37,980.33
1732698409042.6,1351.83,973.17
1732698409072.13,1337.39,967.21
