time,x,y
1732703438587.06,1718.39,248.09
1732703438611.04,1736.51,250.86
1732703438641.79,1748.65,252.44
1732703438671.17,1755.96,253.51
1732703438701.52,1761.02,251.7
1732703438731.78,1765.57,250.62
1732703438762.51,1768.44,251.63
1732703438792.03,1770.68,251.35
1732703438823.17,1771.76,251.16
1732703438852.36,1772.7,251.7
1732703438882.91,1772.95,251.37
1732703438913.63,1773.58,251.55
1732703438943.61,1774.32,251.69
1732703438974.21,1796.12,256.44
1732703439003.84,1869.82,269.12
1732703439034.44,1952.82,280.87
1732703439064.82,2020.4,287.34
1732703439095.09,2070.9,288.5
1732703439124.71,2104.75,288.56
1732703439154.98,2125.88,287.97
1732703439184.69,2139.15,285.98
1732703439215.15,2149.84,282.78
1732703439245.98,2160.03,280.06
1732703439275.96,2168.24,276.49
1732703439306.06,2173.57,274.81
1732703439336.5,2178.12,273.07
1732703439365.75,2182.03,271.63
1732703439397.15,2184.34,270.03
1732703439427.05,2186.98,268.18
1732703439457.17,2189.24,266.64
1732703439487.59,2191.02,264.45
1732703439517.66,2202.96,270.94
1732703439547.5,2204.12,265.74
1732703439577.76,2205.63,262.46
1732703439607.75,2206.24,260.93
1732703439638.44,2214.7,268.16
1732703439669.44,2211.75,268.38
1732703439785.14,1998.67,633.12
1732703439818.55,1463.18,824.12
1732703439850.27,1247.39,855.18
1732703439879.65,1164.43,802.23
1732703439910.17,1128.84,727.13
1732703439940.18,1105.57,651.38
1732703439971.07,1089.73,586.31
1732703440000.37,1082.9,541.62
1732703440031.16,1127.5,499.59
1732703440060.92,1164.61,478.22
1732703440091.69,1186.85,471.53
1732703440121.92,1200.42,468.37
1732703440152.32,1209.92,466.54
1732703440182.16,1214.17,466.4
1732703440212.23,1223.3,473.24
1732703440242.49,1290.21,541.91
1732703440273.27,1415.6,675.57
1732703440303.66,1512.51,779.94
1732703440333.23,1567.48,840.43
1732703440363.64,1597.37,873.25
1732703440393.15,1613.16,893.4
1732703440424.04,1621.34,907.82
1732703440453.8,1624.91,915.14
1732703440483.99,1590.4,921.05
1732703440514.81,1524.85,929.66
1732703440544.98,1470.25,937.47
1732703440574.91,1427.83,944.08
1732703440605.01,1395.8,947.52
1732703440635.39,1372.28,949.04
1732703440664.77,1357.7,952.31
1732703440695.39,1345.81,954.66
1732703440725.24,1337.55,956.46
1732703440756.29,1331.46,958.23
1732703440786.65,1263.88,952.03
1732703440816.29,1057.88,924.42
1732703440846.49,867.87,897.4
1732703440876.82,754.32,882.03
1732703440907.3,688.72,868.08
1732703440937.53,651.81,860.01
1732703440967.22,631.93,853.91
1732703440997.24,620.37,850.69
1732703441027.83,608.95,848.75
1732703441058.22,603.07,846.23
1732703441088.42,602.22,844.39
1732703441118.59,599.84,842.16
1732703441149.21,596.38,840.64
1732703441179.05,594.39,839.12
1732703441209.64,592.95,838.55
1732703441239.08,591.43,837.5
1732703441268.48,590.4,837.22
1732703441299.94,589.63,837.02
1732703441330.34,589.11,837.19
1732703441360.17,588.67,836.5
1732703441390.7,588.39,836.2
1732703441421.05,588.18,836.65
1732703441450.6,587.84,836.62
1732703441481.1,587.37,836.23
1732703441511.6,587.17,835.84
1732703441541.64,585.88,836.99
1732703441572.05,569.35,912.77
1732703441601.85,540.02,1094.95
1732703441631.72,518.88,1236.6
1732703441662.78,510.32,1319.0
1732703441692.46,505.43,1358.53
1732703441722.31,503.67,1377.29
1732703441752.28,504.69,1389.42
1732703441782.9,507.56,1394.82
1732703441813.54,514.16,1398.95
1732703441843.27,572.9,1401.75
1732703441874.37,626.88,1404.38
1732703441904.22,665.94,1405.02
1732703441934.52,695.95,1407.15
1732703441964.92,717.17,1407.42
1732703441994.51,733.54,1408.24
1732703442024.81,745.13,1409.53
1732703442054.69,754.48,1410.27
1732703442085.14,761.85,1411.36
1732703442115.67,767.76,1412.13
1732703442144.68,770.31,1412.97
1732703442175.42,773.24,1414.01
1732703442206.33,776.44,1414.37
1732703442236.23,778.3,1414.61
1732703442266.44,779.61,1415.09
1732703442296.28,791.46,1415.9
1732703442327.42,810.7,1417.65
1732703442356.76,828.78,1419.78
1732703442386.84,843.95,1421.66
1732703442417.86,856.7,1422.91
1732703442447.57,868.04,1423.1
1732703442477.78,876.27,1423.7
1732703442508.03,883.37,1424.88
1732703442538.12,888.52,1425.09
1732703442568.09,892.08,1426.49
1732703442598.54,894.68,1426.85
1732703442628.92,896.97,1427.3
1732703442659.04,899.19,1427.37
1732703442688.74,900.16,1427.84
1732703442719.7,901.54,1427.84
1732703442749.88,902.62,1428.06
1732703442779.71,903.9,1428.36
1732703442809.56,909.93,1429.14
1732703442840.33,928.36,1430.45
1732703442870.69,952.36,1433.34
1732703442900.32,974.21,1434.97
1732703442930.9,993.16,1436.27
1732703442961.51,1007.14,1436.94
1732703442991.08,1015.02,1436.98
1732703443022.07,1022.16,1437.68
1732703443052.2,1024.34,1436.04
1732703443082.14,1024.58,1434.48
1732703443112.73,1024.58,1434.09
1732703443142.83,1024.9,1433.9
1732703443172.23,1024.45,1433.51
1732703443202.35,1023.95,1433.57
1732703443232.67,1023.43,1433.38
1732703443263.32,1023.17,1433.15
1732703443293.09,1033.31,1432.82
1732703443323.62,1067.65,1432.61
1732703443353.63,1109.49,1433.54
1732703443384.22,1145.79,1434.9
1732703443414.52,1174.74,1434.26
1732703443443.98,1198.22,1432.67
1732703443474.65,1213.34,1431.96
1732703443504.96,1223.78,1433.45
1732703443535.24,1232.15,1433.79
1732703443565.14,1238.43,1432.4
1732703443595.56,1243.38,1430.96
1732703443625.29,1246.51,1430.43
1732703443656.05,1244.54,1430.99
1732703443686.63,1241.96,1431.49
1732703443716.64,1239.71,1431.42
1732703443746.26,1237.98,1431.77
1732703443777.1,1237.59,1431.97
1732703443806.71,1236.69,1434.11
1732703443837.68,1236.33,1434.37
1732703443867.8,1233.68,1392.42
1732703443898.18,1234.48,1246.66
1732703443927.7,1237.65,1115.77
1732703443958.21,1240.54,1039.86
1732703443988.72,1239.92,994.39
1732703444018.64,1242.99,971.96
1732703444049.19,1348.02,944.4
1732703444078.48,1447.02,922.17
1732703444108.75,1508.17,910.96
1732703444139.64,1541.67,906.17
1732703444169.52,1562.53,901.87
1732703444199.72,1577.09,897.55
1732703444229.92,1585.81,895.34
1732703444260.46,1591.94,893.61
1732703444290.17,1594.46,894.25
1732703444320.4,1582.62,905.16
1732703444351.46,1576.12,910.84
1732703444380.93,1569.15,916.79
1732703444411.77,1558.03,926.61
1732703444441.95,1546.32,938.37
1732703444472.73,1535.25,950.1
1732703444501.47,1524.05,958.32
1732703444532.34,1515.4,964.57
1732703444562.37,1508.2,970.31
1732703444591.78,1503.22,976.56
1732703444621.96,1499.0,981.71
1732703444652.79,1494.59,984.33
1732703444682.63,1490.47,986.69
1732703444712.82,1420.11,956.31
1732703444743.88,1209.81,842.11
1732703444773.57,1021.44,733.42
1732703444804.21,1000.61,585.56
1732703444833.51,1035.05,456.95
1732703444863.73,1052.74,379.38
1732703444894.88,1059.8,335.72
1732703444924.9,1064.13,317.77
1732703444954.8,1067.98,305.61
1732703444984.65,1071.28,295.43
1732703445015.05,1072.57,285.88
1732703445045.81,1073.41,276.16
1732703445075.17,1080.99,268.36
1732703445105.23,1111.83,258.93
1732703445135.45,1140.7,250.63
1732703445166.1,1161.38,244.93
1732703445197.17,1177.34,241.19
1732703445226.56,1188.1,237.59
1732703445257.17,1196.55,234.13
1732703445286.97,1209.09,231.02
1732703445317.43,1269.35,229.64
1732703445347.87,1348.74,229.74
1732703445377.45,1409.76,228.6
1732703445407.9,1450.11,224.85
1732703445438.13,1475.91,222.16
1732703445468.93,1492.78,220.31
1732703445498.19,1504.43,218.24
1732703445528.8,1531.46,222.94
1732703445559.39,1562.62,228.43
1732703445589.26,1586.16,233.54
1732703445619.49,1602.4,235.22
1732703445649.89,1612.27,236.7
1732703445680.07,1619.42,236.61
1732703445709.96,1624.19,235.63
1732703445740.63,1628.18,235.49
1732703445770.27,1632.08,235.82
1732703445800.83,1630.79,235.07
1732703445830.73,1627.84,234.67
1732703445861.6,1626.06,234.57
1732703445891.44,1624.7,234.64
1732703445921.91,1623.91,234.7
1732703445951.73,1623.44,234.69
1732703445982.29,1603.87,240.95
1732703446012.27,1458.45,285.97
1732703446042.94,1272.16,339.37
1732703446072.91,1143.23,379.58
1732703446102.9,1071.72,406.03
1732703446133.08,1033.61,421.34
1732703446163.23,1013.59,432.18
1732703446193.46,1001.74,439.62
1732703446223.71,993.47,446.23
1732703446254.25,988.22,450.45
1732703446284.53,992.75,452.02
1732703446314.33,1030.58,453.67
1732703446344.57,1061.7,456.81
1732703446374.96,1093.59,461.29
1732703446405.07,1126.41,464.98
1732703446435.43,1157.08,468.43
1732703446465.76,1180.72,469.73
1732703446495.34,1198.54,472.48
1732703446525.77,1212.3,473.97
1732703446556.02,1223.58,474.19
1732703446586.69,1231.7,474.31
1732703446615.71,1202.31,473.13
1732703446646.46,1022.89,451.04
1732703446676.34,765.68,412.7
1732703446707.3,582.15,373.98
1732703446737.84,475.77,349.32
1732703446767.34,416.94,331.29
1732703446798.03,383.54,313.18
1732703446827.51,366.18,300.51
1732703446858.53,354.73,294.0
1732703446888.39,345.98,407.9
1732703446919.54,394.24,669.39
1732703446948.76,438.66,901.0
1732703446978.91,464.3,1022.97
1732703447009.05,478.04,1082.38
1732703447039.05,488.89,1110.98
1732703447069.96,494.58,1126.56
1732703447100.12,499.94,1137.51
1732703447130.44,502.48,1144.79
1732703447160.89,498.54,1154.64
1732703447191.11,449.29,1213.88
1732703447221.03,399.97,1267.18
1732703447250.4,369.76,1300.25
1732703447281.56,353.02,1321.57
1732703447310.79,339.87,1332.78
1732703447341.94,329.13,1339.02
1732703447372.11,322.73,1344.2
1732703447401.82,320.26,1347.1
1732703447432.4,319.27,1349.95
1732703447462.26,314.78,1341.67
1732703447492.42,311.72,1333.59
1732703447523.0,309.57,1328.5
1732703447553.48,307.97,1324.74
1732703447583.34,305.64,1321.19
1732703447613.76,303.47,1317.88
1732703447642.84,300.71,1314.8
1732703447673.34,305.68,1310.43
1732703447704.26,540.52,1256.49
1732703447734.23,1104.66,1140.33
1732703447764.28,1468.74,1059.46
1732703447793.68,1622.92,1028.81
1732703447824.42,1679.46,1017.39
1732703447855.35,1701.58,1008.13
1732703447884.9,1712.05,1007.75
1732703447915.86,1714.52,1009.07
1732703447945.84,1714.46,1010.15
1732703447976.28,1712.89,1010.84
1732703448006.43,1712.01,1012.91
1732703448036.18,1708.85,1014.73
1732703448066.72,1681.44,1014.26
1732703448096.15,1660.78,1013.68
1732703448126.67,1630.26,1011.01
1732703448157.39,1593.73,1009.72
1732703448186.76,1556.86,1008.26
1732703448217.32,1529.4,1004.7
1732703448247.15,1509.44,1004.12
1732703448277.59,1494.25,1003.1
1732703448307.99,1481.41,1001.58
1732703448338.46,1473.49,999.53
1732703448368.59,1468.23,998.09
1732703448399.26,1469.74,986.45
1732703448429.1,1495.08,842.4
1732703448459.0,1529.43,614.3
1732703448489.4,1551.39,467.05
1732703448518.85,1561.22,390.62
1732703448549.28,1570.48,353.46
1732703448580.09,1575.4,329.95
1732703448610.03,1579.31,318.55
1732703448639.85,1581.79,307.14
1732703448670.61,1586.81,297.27
1732703448700.75,1590.93,290.66
1732703448730.3,1592.04,284.51
1732703448761.08,1593.65,281.09
1732703448791.77,1595.22,277.1
1732703448820.71,1597.14,273.54
1732703448851.4,1598.26,269.65
1732703448881.66,1598.95,265.16
1732703448911.75,1599.19,258.99
1732703448942.15,1599.98,256.38
1732703448972.62,1601.1,256.21
1732703449002.85,1601.65,256.0
1732703449033.05,1601.71,255.63
1732703449062.95,1601.95,253.87
1732703449093.66,1602.1,252.31
1732703449122.99,1602.63,251.43
1732703449154.18,1603.1,250.23
1732703449183.67,1603.68,249.09
1732703449214.19,1603.78,248.24
1732703449244.63,1603.71,247.75
1732703449275.0,1603.51,248.02
1732703449304.97,1603.35,248.22
1732703449335.0,1603.16,247.97
1732703449365.74,1602.88,247.95
1732703449395.69,1602.78,247.68
1732703449426.06,1602.67,247.6
1732703449455.5,1602.57,247.36
1732703449485.7,1602.7,247.62
1732703449515.95,1641.28,295.95
1732703449546.78,1740.93,491.4
1732703449577.52,1811.76,690.98
1732703449607.56,1848.75,801.55
1732703449637.75,1859.18,854.8
1732703449667.61,1863.59,883.13
1732703449697.64,1863.95,896.69
1732703449728.44,1864.23,902.4
1732703449757.81,1862.3,905.73
1732703449788.22,1861.78,909.73
1732703449818.75,1838.67,929.29
1732703449848.24,1800.0,956.92
1732703449878.67,1768.68,977.85
1732703449908.85,1746.63,994.31
1732703449938.89,1731.17,1006.43
1732703449970.5,1720.17,1015.22
1732703449999.5,1711.8,1020.82
1732703450030.68,1708.0,1025.84
1732703450060.8,1705.01,1029.22
1732703450091.2,1701.95,1032.41
1732703450120.45,1691.41,1035.19
1732703450151.31,1628.03,1035.96
1732703450180.93,1542.77,1033.19
1732703450211.31,1473.71,1034.27
1732703450241.89,1423.67,1036.45
1732703450272.02,1390.45,1037.92
1732703450302.11,1368.12,1037.72
1732703450332.48,1352.68,1037.19
1732703450362.31,1343.38,1036.5
1732703450392.79,1335.96,1038.44
1732703450422.78,1358.38,1007.11
1732703450452.7,1422.22,929.01
1732703450483.33,1504.65,829.15
1732703450513.44,1566.24,752.32
1732703450543.07,1604.47,705.81
1732703450573.82,1626.94,677.48
1732703450603.74,1640.7,660.59
1732703450634.27,1649.45,651.52
1732703450664.62,1654.26,643.94
1732703450694.66,1657.79,638.38
1732703450724.85,1658.87,633.72
1732703450754.31,1574.33,615.97
1732703450785.04,1447.2,587.67
1732703450815.75,1343.61,564.98
1732703450845.95,1272.07,548.24
1732703450876.21,1228.94,536.46
1732703450905.88,1200.98,527.94
1732703450936.05,1184.1,522.7
1732703450966.56,1182.24,519.0
1732703450996.42,1185.19,514.75
1732703451026.31,1183.54,511.24
1732703451057.29,1155.48,510.33
1732703451087.1,1124.39,509.05
1732703451117.36,1100.84,507.41
1732703451147.21,1083.95,505.96
1732703451178.32,1149.01,486.33
1732703451207.66,1357.61,446.77
1732703451238.6,1606.91,390.93
