time,x,y
1733277380689.3,699.69,803.4
1733277380718.95,866.95,800.26
1733277380749.48,981.01,795.55
1733277380780.09,1047.28,797.0
1733277380809.49,1086.91,799.19
1733277380839.98,1109.82,800.87
1733277380870.37,1123.74,804.56
1733277380900.39,1131.4,807.62
1733277380930.98,1137.65,810.14
1733277380961.26,1140.8,812.46
1733277380991.0,1142.94,813.87
1733277381021.81,1144.34,813.51
1733277381051.56,1144.7,813.29
1733277381081.25,1145.84,812.25
1733277381111.37,1145.73,811.06
1733277381141.76,1164.68,816.81
1733277381173.09,1213.13,834.85
1733277381203.29,1262.04,852.13
1733277381232.55,1299.1,865.16
1733277381263.82,1325.66,876.82
1733277381293.16,1343.88,887.32
1733277381324.08,1353.68,892.55
1733277381354.28,1361.78,897.09
1733277381384.24,1368.2,901.46
1733277381414.55,1373.01,903.86
1733277381444.2,1376.2,905.3
1733277381474.02,1378.72,904.16
1733277381504.91,1386.97,907.54
1733277381535.34,1421.67,919.38
1733277381565.02,1464.29,933.52
1733277381595.02,1498.09,944.45
1733277381625.56,1520.91,953.83
1733277381655.96,1538.98,960.29
1733277381685.65,1536.94,991.97
1733277381715.96,1520.06,1054.03
1733277381746.11,1506.63,1108.93
1733277381775.98,1497.19,1148.82
1733277381806.69,1489.34,1173.44
1733277381837.25,1485.48,1191.04
1733277381867.24,1483.07,1209.81
1733277381898.0,1480.09,1231.72
1733277381928.12,1478.28,1244.86
1733277381958.15,1474.1,1254.73
1733277381988.12,1473.29,1264.58
1733277382018.51,1472.41,1272.33
1733277382048.1,1474.92,1274.34
1733277382078.7,1475.75,1276.21
1733277382109.08,1474.03,1279.93
1733277382139.93,1473.7,1274.8
1733277382169.11,1479.12,1241.63
1733277382199.53,1498.44,1128.89
1733277382230.1,1516.51,1028.82
1733277382259.74,1528.35,962.45
1733277382289.99,1537.63,921.46
1733277382320.61,1542.12,901.6
1733277382350.39,1543.43,888.61
1733277382380.62,1544.68,884.63
1733277382411.3,1545.02,878.92
1733277382441.8,1546.25,875.47
