participant,session,view_instance,view,view_instance_id,FD,NFD,NKFD,KFD,AFD,NAFD,NAKFD,AKFD,FC,NFC,NKFC,KFC,NAKFC,AKFC,SD,NSD,NKSD,KSD,ASD,NASD,NAKSD,AKSD,SC,NSC,NKSC,KSC,NAKSC,AKSC,ASW,NASW,ARG,NARG,AED,VSW,NVSW,VRG,NVRG,VED,CA,IOU,isKeyAOI,issue,search,read,operate
P1,P1,split_data_01,HomePage,1,181.070068359375,0.15093320938433394,0.0,0.0,181.070068359375,0.22584728932683068,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3184874369448321,1722.739990234375,0.0,0.0,5.414286428062145,1722.739990234375,0.0,0.0,0.5,1.0,8.5,1.0,5,0.8333333333333334,0,0.0,5,17,0.7083333333333334,5,0.29411764705882354,10,170.78081706,0.031283892759619486,0,1,1,0,0
P1,P1,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722.739990234375,0.3184874369448321,0.3184874369448321,1722.739990234375,1722.739990234375,0.3184874369448321,5.414286428062145,1722.739990234375,1.0,0.5,0.5,1.0,8.5,1.0,5,0.8333333333333334,0,0.0,5,17,0.7083333333333334,5,0.29411764705882354,10,170.78081706,0.031283892759619486,1,1,1,0,0
P1,P1,split_data_01,HomePage,1,301.64013671875,0.25143589068365757,0.0,0.0,301.64013671875,0.3762333987464754,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3184874369448321,1722.739990234375,0.0,0.0,5.414286428062145,1722.739990234375,0.0,0.0,0.5,1.0,8.5,1.0,5,0.8333333333333334,0,0.0,5,17,0.7083333333333334,5,0.29411764705882354,10,170.78081706,0.031283892759619486,0,0,1,0,0
P1,P1,split_data_01,HomePage,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3686.39013671875,0.6815125630551679,0.3184874369448321,1722.739990234375,3686.39013671875,0.6815125630551679,5.414286428062145,1722.739990234375,1.0,0.5,0.5,1.0,8.5,1.0,5,0.8333333333333334,0,0.0,5,17,0.7083333333333334,5,0.29411764705882354,10,170.78081706,0.031283892759619486,0,0,1,0,0
P1,P1,split_data_01,HomePage,1,120.059814453125,0.10007735280428845,0.0,0.0,120.059814453125,0.14974967368711783,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3184874369448321,1722.739990234375,0.0,0.0,5.414286428062145,1722.739990234375,0.0,0.0,0.5,1.0,8.5,1.0,5,0.8333333333333334,0,0.0,5,17,0.7083333333333334,5,0.29411764705882354,10,170.78081706,0.031283892759619486,0,0,1,0,0
P1,P1,split_data_01,HomePage,1,596.900146484375,0.49755354712772004,0.0,0.0,198.96671549479166,0.24816963823957613,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3184874369448321,1722.739990234375,0.0,0.0,5.414286428062145,1722.739990234375,0.0,0.0,0.5,1.0,8.5,1.0,5,0.8333333333333334,0,0.0,5,17,0.7083333333333334,5,0.29411764705882354,10,170.78081706,0.031283892759619486,0,0,1,0,0
P1,P1,split_data_02,BookBorrow,2,121.780029296875,0.021010033838971244,0.0,0.0,121.780029296875,0.06098398843090297,0.0,0.0,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.9047619047619048,8,0.42105263157894735,19,17,0.7083333333333334,5,0.29411764705882354,10,472.2195874199999,0.3194289176588673,0,0,1,0,0
P1,P1,split_data_02,BookBorrow,2,418.65966796875,0.07222903329734721,0.0,0.0,139.55322265625,0.06988430011966144,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.9047619047619048,8,0.42105263157894735,19,17,0.7083333333333334,5,0.29411764705882354,10,472.2195874199999,0.3194289176588673,0,0,1,0,0
P1,P1,split_data_02,BookBorrow,2,120.9599609375,0.02086855198779895,0.0,0.0,120.9599609375,0.06057332143049719,0.0,0.0,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.9047619047619048,8,0.42105263157894735,19,17,0.7083333333333334,5,0.29411764705882354,10,472.2195874199999,0.3194289176588673,0,0,1,0,0
P1,P1,split_data_02,BookBorrow,2,723.9599609375,0.12490080159430124,0.0,0.0,361.97998046875,0.18126931869354707,0.0,0.0,2.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.9047619047619048,8,0.42105263157894735,19,17,0.7083333333333334,5,0.29411764705882354,10,472.2195874199999,0.3194289176588673,0,1,1,0,0
P1,P1,split_data_02,BookBorrow,2,362.4599609375,0.06253320916851256,0.0,0.0,181.22998046875,0.09075483965680593,0.0,0.0,2.0,0.06666666666666667,0.0,0.0,0.0,0.0,754.880126953125,0.05164303001424414,0.0,0.0,754.880126953125,0.10930232429344355,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,19,0.9047619047619048,8,0.42105263157894735,19,17,0.7083333333333334,5,0.29411764705882354,10,472.2195874199999,0.3194289176588673,0,1,1,0,0
P1,P1,split_data_02,BookBorrow,2,300.68017578125,0.05187468507230843,0.0,0.0,150.340087890625,0.07528605661830037,0.0,0.0,2.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.9047619047619048,8,0.42105263157894735,19,17,0.7083333333333334,5,0.29411764705882354,10,472.2195874199999,0.3194289176588673,0,1,1,0,0
P1,P1,split_data_02,BookBorrow,2,607.429931640625,0.10479652117230202,0.0,0.0,202.47664388020834,0.10139456673817325,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.9047619047619048,8,0.42105263157894735,19,17,0.7083333333333334,5,0.29411764705882354,10,472.2195874199999,0.3194289176588673,0,1,1,0,0
P1,P1,split_data_02,BookBorrow,2,422.169921875,0.07283463795830443,0.0,0.0,211.0849609375,0.10570536803180448,0.0,0.0,2.0,0.06666666666666667,0.0,0.0,0.0,0.0,362.780029296875,0.02481858943242555,0.0,0.0,362.780029296875,0.05252847305629793,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,19,0.9047619047619048,8,0.42105263157894735,19,17,0.7083333333333334,5,0.29411764705882354,10,472.2195874199999,0.3194289176588673,0,1,1,0,0
P1,P1,split_data_02,BookBorrow,2,302.170166015625,0.05213174483345893,0.0,0.0,151.0850830078125,0.07565912906597475,0.0,0.0,2.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.9047619047619048,8,0.42105263157894735,19,17,0.7083333333333334,5,0.29411764705882354,10,472.2195874199999,0.3194289176588673,0,1,1,0,0
P1,P1,split_data_02,BookBorrow,2,150.469970703125,0.025959750498292845,0.0,0.0,150.469970703125,0.0753510982509934,0.0,0.0,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,1933.22998046875,0.13225656675948472,0.0,0.0,1933.22998046875,0.27992064264810634,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,19,0.9047619047619048,8,0.42105263157894735,19,17,0.7083333333333334,5,0.29411764705882354,10,472.2195874199999,0.3194289176588673,0,0,1,0,0
