time,x,y
1732698340829.3,657.31,940.11
1732698340859.93,646.75,917.62
1732698340889.19,600.6,947.34
1732698340921.06,531.88,1012.22
1732698340950.98,470.22,1068.6
1732698340981.18,423.94,1095.68
1732698341016.49,396.09,1114.98
1732698341041.95,377.98,1126.62
1732698341072.82,362.29,1143.65
1732698341102.72,353.33,1156.79
1732698341132.74,350.64,1166.4
1732698341162.91,349.74,1171.33
1732698341192.69,348.28,1172.66
1732698341220.78,378.03,1275.99
1732698341312.34,824.93,1321.41
1732698341343.92,1031.96,1261.34
1732698341375.35,1209.9,1136.21
1732698341404.99,1327.1,1039.4
1732698341435.69,1393.06,984.68
1732698341465.2,1423.91,960.7
1732698341496.16,1447.48,948.99
1732698341525.93,1457.87,942.53
1732698341555.92,1460.26,939.31
1732698341586.24,1464.91,937.33
1732698341616.85,1466.11,935.34
1732698341646.65,1488.82,933.97
1732698341676.67,1516.34,933.09
1732698341707.24,1534.23,934.7
1732698341737.59,1547.45,935.68
1732698341767.3,1555.38,936.48
1732698341797.86,1562.28,938.3
1732698341827.28,1565.41,938.53
1732698341859.02,1568.2,939.33
1732698341888.67,1566.33,941.46
1732698341918.83,1554.07,957.46
1732698341948.96,1534.96,986.25
1732698341979.36,1517.12,1013.06
1732698342009.04,1505.23,1036.29
1732698342039.19,1495.68,1054.44
1732698342069.38,1486.55,1068.21
1732698342099.18,1481.02,1076.77
1732698342130.06,1474.01,1080.72
1732698342160.08,1470.87,1085.26
1732698342190.0,1451.5,1094.29
1732698342220.15,1422.22,1108.88
1732698342250.76,1397.96,1119.62
1732698342280.75,1379.24,1126.32
1732698342311.35,1364.22,1130.21
1732698342341.32,1353.0,1133.32
1732698342371.44,1344.73,1136.5
1732698342409.74,1338.94,1139.82
1732698342431.62,1333.27,1141.4
1732698342461.85,1330.13,1141.24
1732698342492.1,1330.55,1142.42
1732698342522.69,1333.41,1142.73
1732698342553.33,1337.71,1141.78
1732698342583.16,1340.59,1140.83
1732698342613.09,1342.45,1140.16
1732698342643.66,1344.35,1139.61
1732698342672.96,1346.57,1138.64
1732698342704.38,1356.08,1138.12
1732698342734.12,1393.25,1139.78
1732698342764.08,1444.0,1142.32
1732698342795.11,1482.04,1144.43
1732698342824.99,1510.97,1144.18
1732698342854.39,1534.88,1147.18
1732698342885.45,1504.44,1108.56
1732698342916.11,1460.6,1048.66
1732698342945.73,1423.86,997.16
1732698342975.61,1397.6,962.11
1732698343006.41,1377.63,935.84
1732698343036.52,1362.16,919.25
1732698343066.84,1353.69,909.11
1732698343096.86,1349.01,903.43
1732698343127.17,1343.69,894.0
1732698343157.6,1337.19,880.62
1732698343186.9,1331.04,870.12
1732698343217.32,1326.68,864.17
1732698343247.32,1322.84,859.44
1732698343276.88,1301.64,817.54
1732698343308.53,1256.78,685.07
1732698343338.62,1228.34,588.2
1732698343368.82,1210.57,537.11
1732698343399.15,1199.98,506.13
1732698343428.87,1191.61,488.47
1732698343459.57,1187.75,480.24
1732698343489.39,1138.56,479.86
1732698343519.36,1091.32,478.26
1732698343550.47,1065.04,479.3
1732698343579.29,1048.27,482.17
1732698343609.86,1037.0,485.19
1732698343639.99,1026.76,483.91
1732698343671.17,1020.78,483.53
1732698343701.04,1024.08,474.75
1732698343730.69,1055.85,429.25
1732698343761.36,1093.3,373.63
1732698343791.8,1120.23,332.11
1732698343822.31,1138.68,303.46
1732698343852.13,1151.61,286.49
1732698343881.74,1158.0,275.98
1732698343912.23,1162.84,270.27
1732698343942.69,1166.0,265.2
1732698343972.7,1210.44,260.76
1732698344003.31,1270.05,260.07
1732698344033.33,1316.31,262.39
1732698344063.9,1349.97,263.71
1732698344094.32,1374.85,265.13
1732698344123.64,1391.43,265.52
1732698344154.52,1402.62,266.74
1732698344185.02,1409.4,267.73
1732698344213.84,1414.1,268.96
1732698344244.73,1418.03,270.26
1732698344274.15,1419.88,271.17
1732698344304.71,1437.7,271.08
1732698344334.21,1482.79,270.37
1732698344364.6,1529.07,270.28
1732698344396.2,1562.56,270.02
1732698344425.51,1586.93,270.11
1732698344456.17,1603.92,268.81
1732698344485.81,1613.13,267.92
1732698344516.07,1614.09,268.11
1732698344546.32,1613.55,268.73
1732698344574.68,1659.11,323.48
1732698344636.51,1831.77,767.68
1732698344669.71,1751.85,563.49
1732698344701.24,1769.55,527.95
1732698344728.32,1782.76,469.85
1732698344757.95,1795.56,405.75
1732698344788.88,1806.03,358.96
1732698344819.26,1795.25,327.91
1732698344848.62,1748.07,308.08
1732698344879.06,1709.25,290.01
1732698344909.4,1684.57,277.17
1732698344938.79,1665.38,268.17
1732698344969.56,1653.09,262.18
1732698345000.43,1642.84,257.75
1732698345029.39,1564.76,289.07
1732698345059.59,1430.88,339.18
1732698345090.09,1324.21,381.6
1732698345120.68,1254.88,410.34
1732698345150.04,1216.1,428.64
1732698345181.21,1194.62,437.79
1732698345210.83,1183.67,444.4
1732698345240.67,1192.0,452.36
1732698345271.39,1205.59,459.28
1732698345302.3,1216.24,464.85
1732698345331.48,1223.24,471.04
1732698345361.37,1211.2,476.8
1732698345392.58,1170.69,479.06
1732698345421.91,1131.88,482.77
1732698345450.86,1105.02,486.32
1732698345601.98,766.94,464.89
1732698345632.98,764.16,403.45
1732698345664.33,704.94,356.89
1732698345693.73,658.91,325.58
1732698345724.17,625.59,307.62
1732698345754.12,602.54,295.52
1732698345785.29,587.82,288.92
1732698345815.38,579.63,284.57
1732698345845.35,660.37,276.04
1732698345873.6,931.26,268.85
1732698345905.18,1568.82,260.63
1732698345935.01,1947.97,252.08
1732698345965.51,2103.14,246.31
1732698345994.61,2171.2,247.61
1732698346024.68,2203.4,251.61
1732698346054.79,2214.07,258.41
1732698346085.57,2219.77,262.5
1732698346116.88,2216.41,259.12
1732698346146.71,2213.97,258.14
1732698346177.15,2213.03,261.25
1732698346206.98,2210.18,260.36
1732698346237.05,2207.09,258.06
1732698346267.95,2207.6,258.89
1732698346297.42,2208.59,258.12
1732698346326.32,2213.91,282.67
1732698346356.53,2227.16,543.32
1732698346388.03,2224.11,988.75
1732698346418.51,2235.79,1176.38
1732698346448.91,2235.17,1256.53
1732698346478.62,2234.98,1273.93
1732698346510.02,2235.84,1276.57
1732698346540.23,2239.26,1277.95
1732698346570.06,2209.92,1278.42
1732698346599.79,2160.26,1281.48
1732698346629.91,2130.04,1283.83
1732698346661.21,2113.43,1286.21
1732698346691.07,2105.18,1288.59
1732698346720.8,2088.06,1283.56
1732698346751.75,2024.96,1225.55
1732698346785.91,1945.43,1145.02
1732698346811.55,1883.61,1084.68
1732698346841.91,1845.25,1042.18
1732698346872.46,1822.77,1014.93
1732698346902.24,1811.25,997.87
1732698346932.93,1804.45,992.42
1732698346962.82,1761.38,932.49
1732698346993.24,1608.15,687.25
1732698347023.4,1489.96,506.26
1732698347053.56,1446.05,427.19
1732698347083.45,1424.93,393.0
1732698347114.26,1417.62,378.74
1732698347144.72,1421.64,375.05
1732698347174.57,1420.96,372.41
1732698347204.03,1390.9,354.4
1732698347235.07,1336.59,316.96
1732698347266.3,1304.75,293.51
1732698347295.22,1286.01,282.2
1732698347325.76,1274.87,274.58
1732698347355.59,1267.47,272.65
1732698347386.16,1263.64,270.74
1732698347416.21,1254.34,268.05
1732698347446.57,1245.62,264.65
1732698347477.25,1238.85,262.54
1732698347507.25,1233.93,260.66
1732698347537.89,1230.49,259.36
1732698347567.32,1226.62,264.5
1732698347598.31,1213.89,309.49
1732698347628.52,1195.47,385.68
1732698347658.4,1179.98,447.88
1732698347687.44,1168.77,491.52
1732698347718.01,1162.39,514.52
1732698347748.82,1163.64,531.02
1732698347778.41,1129.34,705.76
1732698347808.88,1086.67,948.56
1732698347839.42,1075.32,1062.22
1732698347869.28,1071.27,1111.04
1732698347899.95,1062.64,1132.57
1732698347929.74,1064.61,1144.28
1732698347959.71,1061.42,1151.01
1732698347990.9,1060.47,1153.3
1732698348020.83,1088.02,1149.33
1732698348050.43,1123.17,1151.57
1732698348080.2,1142.2,1150.64
1732698348110.68,1156.02,1149.11
1732698348141.43,1155.28,1123.83
1732698348172.1,1147.56,999.8
1732698348202.0,1135.48,838.96
1732698348232.45,1129.51,738.64
1732698348262.32,1124.61,686.61
1732698348291.63,1120.94,659.51
1732698348322.06,1118.39,645.85
1732698348355.38,1118.57,636.96
1732698348382.45,1156.13,625.58
1732698348413.53,1203.92,617.29
1732698348442.92,1231.09,612.07
1732698348473.78,1250.74,606.77
1732698348504.07,1265.48,603.92
1732698348534.05,1273.39,601.67
1732698348564.58,1304.09,599.58
1732698348594.94,1346.84,598.94
1732698348624.89,1376.07,598.05
1732698348654.43,1397.76,598.1
1732698348685.38,1410.8,596.86
1732698348716.13,1421.46,597.82
1732698348745.24,1430.59,596.33
1732698348775.49,1437.13,595.16
1732698348806.15,1433.56,594.31
1732698348836.08,1427.78,594.49
1732698348865.75,1424.23,594.64
1732698348896.66,1422.56,593.85
1732698348927.03,1421.16,593.53
1732698348956.63,1420.07,593.17
1732698348986.79,1418.69,593.14
1732698349016.4,1435.85,593.45
1732698349047.75,1500.54,593.63
1732698349077.27,1568.26,595.51
1732698349107.43,1621.04,597.09
1732698349137.9,1652.38,597.76
1732698349168.44,1679.44,598.93
1732698349198.31,1702.05,598.91
1732698349229.6,1724.26,601.63
1732698349259.46,1742.47,604.8
1732698349288.91,1755.17,605.32
1732698349320.06,1761.6,605.55
1732698349349.76,1767.41,606.33
1732698349379.75,1771.83,605.91
1732698349410.57,1774.87,605.95
1732698349440.8,1776.9,605.62
1732698349471.25,1789.76,605.71
1732698349500.97,1817.69,604.71
1732698349531.09,1844.45,602.11
1732698349561.02,1866.85,600.22
1732698349591.49,1885.91,598.87
1732698349621.45,1901.21,597.66
1732698349800.07,1504.69,848.72
1732698349831.25,1646.66,782.75
1732698349863.27,1618.38,768.92
1732698349893.83,1565.34,731.58
1732698349923.74,1508.61,698.12
1732698349954.12,1463.96,670.72
1732698349983.75,1429.77,649.75
1732698350014.11,1364.96,643.7
1732698350044.09,1299.9,637.8
1732698350074.64,1259.77,633.67
1732698350104.98,1236.81,630.75
1732698350135.23,1219.53,629.12
1732698350164.77,1210.26,627.98
1732698350195.77,1204.18,626.98
1732698350226.39,1182.64,641.74
1732698350256.77,1155.59,670.18
1732698350286.55,1132.27,691.55
1732698350317.09,1115.19,707.41
1732698350346.82,1103.06,721.64
1732698350376.69,1093.62,729.96
1732698350406.82,1089.7,736.72
1732698350437.22,1087.84,742.35
1732698350467.64,1085.13,746.44
1732698350498.24,1082.59,747.06
1732698350527.38,1081.44,749.06
1732698350558.48,1076.69,784.35
1732698350588.6,1076.79,872.19
1732698350617.69,1076.5,941.52
1732698350648.63,1079.63,986.75
1732698350678.81,1081.33,1015.31
1732698350709.1,1082.26,1032.9
1732698350740.46,1081.75,1040.74
1732698350769.07,1081.18,1047.22
1732698350799.24,1080.91,1049.89
1732698350830.52,1082.23,1051.78
1732698350860.12,1080.27,1050.69
1732698350890.39,1081.5,1052.63
1732698350920.63,1074.96,1068.92
1732698350950.26,1066.24,1089.0
1732698350981.51,1060.67,1105.57
1732698351011.11,1056.53,1118.15
1732698351041.86,1051.21,1127.34
1732698351071.33,1047.21,1133.88
1732698351101.19,1042.08,1138.38
1732698351131.54,1066.23,1139.35
1732698351162.3,1100.65,1139.46
1732698351192.86,1130.51,1139.32
1732698351222.78,1156.9,1140.49
1732698351253.31,1176.14,1140.81
1732698351282.85,1276.11,1109.25
1732698351313.2,1430.79,1052.23
1732698351343.88,1535.9,1016.2
1732698351374.16,1600.18,995.01
1732698351404.08,1633.39,982.86
1732698351433.85,1650.26,981.64
1732698351464.77,1659.5,976.19
1732698351493.99,1679.23,974.25
1732698351524.4,1704.48,971.74
