time,x,y
1732701957773.35,824.86,511.96
1732701957800.74,815.24,511.3
1732701957830.3,807.88,511.78
1732701957861.08,802.83,512.04
1732701957892.06,798.68,512.87
1732701957921.79,795.77,513.56
1732701957951.28,794.05,514.75
1732701957981.98,792.69,515.73
1732701958012.02,802.68,515.31
1732701958042.35,817.05,514.69
1732701958072.68,845.4,512.71
1732701958102.82,875.34,512.47
1732701958133.65,904.57,514.64
1732701958163.87,928.49,514.3
1732701958194.07,947.84,511.57
1732701958224.37,963.79,510.79
1732701958253.98,974.21,511.59
1732701958284.38,983.11,512.05
1732701958314.43,991.09,508.99
1732701958344.2,994.79,507.17
1732701958372.34,929.37,639.36
1732701958492.06,1020.61,867.17
1732701958526.49,974.28,708.45
1732701958556.57,976.78,699.49
1732701958586.36,982.83,661.1
1732701958616.95,986.67,621.19
1732701958647.46,990.84,594.38
1732701958677.73,998.25,568.27
1732701958707.69,1007.11,551.63
1732701958737.51,1012.22,539.57
1732701958768.25,1016.73,531.53
1732701958798.08,1018.66,523.26
1732701958828.63,1022.6,521.86
1732701958858.14,1026.47,524.09
1732701958888.35,1030.51,524.22
1732701958918.56,1034.53,524.91
1732701958948.83,1036.71,523.9
1732701958979.67,1036.88,524.88
1732701959009.68,1036.54,524.45
1732701959040.03,1036.59,525.21
1732701959070.55,1036.18,525.94
1732701959100.04,1035.71,526.46
1732701959131.07,1035.62,526.73
1732701959160.41,1035.5,527.0
1732701959190.57,1035.25,527.13
1732701959221.42,1035.09,527.24
1732701959251.91,1034.28,527.02
1732701959281.76,1033.55,526.7
1732701959311.6,1032.61,526.41
1732701959341.72,1031.48,525.94
1732701959371.73,1029.87,524.82
1732701959402.19,1029.15,524.37
1732701959432.06,1028.3,523.44
1732701959462.74,1028.33,522.43
1732701959492.95,1027.94,521.83
1732701959523.09,1028.97,522.08
1732701959552.76,1049.16,519.37
1732701959583.86,1090.48,515.61
1732701959613.36,1132.48,513.47
1732701959643.83,1169.03,510.16
1732701959674.26,1195.45,508.07
1732701959704.45,1216.2,508.65
1732701959734.93,1231.35,510.02
1732701959764.76,1235.7,512.93
1732701959795.24,1234.44,515.33
1732701959824.8,1233.7,517.75
1732701959855.72,1232.33,519.24
1732701959885.37,1231.42,521.69
1732701959916.15,1230.86,523.0
1732701959946.3,1231.33,523.99
1732701959976.12,1231.83,525.12
1732701960005.96,1232.24,526.65
1732701960036.99,1231.91,527.01
1732701960067.45,1231.61,527.38
1732701960096.54,1231.33,528.22
1732701960127.69,1230.78,528.23
1732701960157.71,1230.12,528.2
1732701960187.89,1230.11,528.44
1732701960217.52,1229.6,528.49
1732701960250.43,1229.53,529.11
1732701960290.99,1278.82,581.05
1732701960308.31,1387.39,710.9
1732701960338.75,1467.57,815.35
1732701960368.99,1524.0,876.87
1732701960398.87,1555.32,907.11
1732701960428.41,1573.34,922.96
1732701960458.65,1585.92,934.23
1732701960489.59,1538.81,939.7
1732701960520.1,1480.55,944.74
1732701960550.1,1439.6,946.55
1732701960580.31,1409.94,950.79
1732701960610.8,1387.73,951.3
1732701960640.55,1371.45,950.78
1732701960672.95,1340.4,901.94
1732701960700.53,1270.19,811.51
1732701960730.96,1202.85,734.23
1732701960760.94,1158.98,674.56
1732701960791.78,1131.46,633.92
1732701960821.97,1120.78,607.91
1732701960851.44,1113.94,594.03
1732701960882.58,1110.01,587.12
1732701960912.76,1210.67,591.64
1732701960942.75,1366.72,595.24
1732701960973.03,1512.1,599.0
1732701961002.74,1614.02,598.51
1732701961033.29,1681.2,595.4
1732701961062.72,1718.86,590.97
1732701961093.92,1739.26,591.76
1732701961124.81,1755.18,587.42
1732701961153.36,1765.86,589.76
1732701961181.24,1653.32,678.36
1732701961306.81,535.37,945.62
1732701961335.3,937.05,763.22
1732701961364.93,847.35,698.26
1732701961395.91,785.14,643.36
1732701961425.32,756.57,609.22
1732701961456.95,746.42,593.24
1732701961486.36,742.56,581.64
1732701961516.83,741.38,578.01
1732701961546.35,721.24,648.52
1732701961576.98,701.53,739.44
1732701961607.9,684.24,834.4
1732701961637.2,670.33,899.54
1732701961667.23,657.34,935.82
